Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1207253,,4.2,4.25,,,,3.5,5.25,6.25,,,3.2,N1,BinhDinh
BD1207254,,7.0,7.0,4.5,5.0,3.5,,,,,,2.6,N1,BinhDinh
BD1207255,,5.8,4.5,4.0,4.5,4.25,,,,,,4.8,N1,BinhDinh
BD1207256,,5.8,5.5,3.25,3.75,3.25,6.25,7.0,8.75,,,3.2,N1,BinhDinh
BD1207257,,7.6,5.25,7.75,6.75,4.5,,,,,,7.2,N1,BinhDinh
BD1207258,,3.6,,2.5,2.75,,,,,,,,,BinhDinh
BD1207259,,2.8,4.25,,,,3.5,4.5,7.25,,,2.0,N1,BinhDinh
BD1207260,,3.0,4.0,,,,2.5,6.0,6.5,,,2.4,N1,BinhDinh
BD1207261,,8.4,6.25,6.5,6.75,4.75,,,,,,8.2,N1,BinhDinh
BD1207262,,3.6,5.5,3.5,3.0,3.25,3.5,4.75,7.75,,,3.8,N1,BinhDinh
BD1207263,,6.6,4.5,,,,5.25,5.25,8.75,,,5.0,N1,BinhDinh
BD1207264,,7.2,8.5,,,,7.5,6.25,10.0,,,7.2,N1,BinhDinh
BD1207265,,4.0,4.0,,,,3.5,4.75,6.5,,,4.0,N1,BinhDinh
BD1207266,,5.8,6.0,,,,4.5,5.0,8.75,,,3.8,N1,BinhDinh
BD1207267,,5.2,5.5,5.0,3.0,3.75,,,,,,4.0,N1,BinhDinh
BD1207268,,7.2,7.25,,,,5.5,7.0,9.0,,,3.4,N1,BinhDinh
BD1207269,,4.8,4.0,,,,2.75,5.0,7.5,,,3.2,N1,BinhDinh
BD1207270,,8.6,5.25,7.0,8.5,4.5,,,,,,5.4,N1,BinhDinh
BD1207271,,6.0,5.0,4.5,3.5,4.5,,,,,,2.6,N1,BinhDinh
BD1207272,,3.4,6.0,,,,3.0,6.0,6.0,,,3.6,N1,BinhDinh
BD1207273,,6.6,5.5,4.5,5.25,2.5,3.0,6.5,5.0,,,3.2,N1,BinhDinh
BD1207274,,8.2,7.0,,,,,,,,,6.2,N1,BinhDinh
BD1207275,,5.0,5.5,,,,4.5,6.0,8.5,,,3.0,N1,BinhDinh
BD1207276,,5.8,4.0,3.0,2.0,3.75,3.0,7.0,8.0,,,3.2,N1,BinhDinh
BD1207277,,6.2,4.0,2.75,3.75,4.0,4.0,5.5,4.25,,,3.2,N1,BinhDinh
BD1207278,,5.6,4.5,,,,4.25,6.75,7.25,,,3.0,N1,BinhDinh
BD1207279,,7.4,5.25,7.75,5.0,3.5,,,,,,5.0,N1,BinhDinh
BD1207280,,5.4,4.25,,,,4.25,6.25,5.5,,,2.6,N1,BinhDinh
BD1207281,,4.6,4.25,,,,3.75,5.5,6.25,,,3.2,N1,BinhDinh
BD1207282,,3.6,5.5,,,,3.0,5.0,6.0,,,2.2,N1,BinhDinh
BD1207283,,3.8,6.25,2.5,3.75,4.0,3.75,6.25,7.5,,,3.2,N1,BinhDinh
BD1207284,,7.0,5.5,,,,6.5,7.25,7.75,,,3.4,N1,BinhDinh
BD1207285,,5.8,5.0,,,,4.75,6.5,8.5,,,5.4,N1,BinhDinh
BD1207286,,5.2,4.75,,,,4.5,5.0,5.5,,,2.6,N1,BinhDinh
BD1207287,,7.2,5.25,7.25,6.5,6.5,,,,,,4.6,N1,BinhDinh
BD1207288,,9.6,4.25,8.25,9.25,2.75,,,,,,5.8,N1,BinhDinh
BD1207289,,4.6,5.5,,,,5.5,5.75,8.0,,,3.0,N1,BinhDinh
BD1207290,,3.0,5.25,,,,5.0,5.25,7.0,,,1.8,N1,BinhDinh
BD1207291,,6.0,3.0,2.25,3.0,4.0,5.25,7.25,8.5,,,3.0,N1,BinhDinh
BD1207292,,6.8,6.25,6.25,5.0,4.75,,,,,,5.2,N1,BinhDinh
BD1207293,,5.0,5.25,,,,4.25,5.25,6.75,,,4.4,N1,BinhDinh
BD1207294,,3.0,6.0,,,,3.0,5.5,6.0,,,3.6,N1,BinhDinh
BD1207295,,6.4,6.0,,,,3.5,5.75,7.5,,,4.6,N1,BinhDinh
BD1207296,,5.4,4.0,,,,3.25,5.5,7.5,,,3.8,N1,BinhDinh
BD1207297,,5.4,4.5,5.0,2.75,4.5,,,,,,3.8,N1,BinhDinh
BD1207298,,6.6,5.0,4.75,6.5,3.75,,,,,,4.8,N1,BinhDinh
BD1207299,,6.8,7.75,,,,6.25,9.0,8.5,,,6.8,N1,BinhDinh
BD1207300,,5.0,6.0,3.25,3.0,4.0,,,,,,3.6,N1,BinhDinh
BD1207301,,6.0,6.0,5.75,5.25,3.5,,,,,,3.4,N1,BinhDinh
BD1207302,,7.8,7.0,7.75,7.0,5.25,,,,,,7.8,N1,BinhDinh
BD1207303,,4.8,5.25,,,,6.25,6.0,9.25,,,4.2,N1,BinhDinh
BD1207304,,4.4,5.75,,,,3.0,5.5,8.5,,,3.4,N1,BinhDinh
BD1207305,,5.4,5.25,,,,5.75,7.5,7.5,,,3.4,N1,BinhDinh
BD1207306,,8.8,6.0,4.75,6.5,7.0,,,,,,8.4,N1,BinhDinh
BD1207307,,7.2,7.25,3.25,5.75,5.25,,,,,,9.4,N1,BinhDinh
BD1207308,,6.0,5.5,6.0,5.0,4.75,,,,,,6.0,N1,BinhDinh
BD1207309,,5.6,4.5,3.25,5.0,4.0,3.0,5.0,7.5,,,4.0,N1,BinhDinh
BD1207310,,8.4,6.0,7.0,7.75,5.5,,,,,,4.2,N1,BinhDinh
BD1207311,,5.4,4.0,,,,3.75,4.75,7.5,,,3.0,N1,BinhDinh
BD1207312,,6.8,5.5,,,,5.75,7.5,9.5,,,3.4,N1,BinhDinh
BD1207313,,2.0,3.0,,,,1.75,6.0,3.0,,,2.0,N1,BinhDinh
BD1207314,,6.2,5.25,,,,2.5,4.0,5.25,,,3.0,N1,BinhDinh
BD1207315,,2.8,4.5,,,,2.0,6.5,5.75,,,2.6,N1,BinhDinh
BD1207316,,7.4,6.0,8.0,7.0,5.25,,,,,,4.4,N1,BinhDinh
BD1207317,,8.0,6.5,6.5,7.0,5.5,,,,,,5.8,N1,BinhDinh
BD1207318,,5.8,5.75,5.25,3.25,2.25,,,,,,4.8,N1,BinhDinh
BD1207319,,6.6,6.25,,,,6.0,7.5,6.25,,,5.6,N1,BinhDinh
BD1207320,,5.0,3.0,4.75,4.0,3.75,2.5,6.0,5.5,,,3.4,N1,BinhDinh
BD1207321,,3.4,4.25,,,,3.0,5.0,6.75,,,4.4,N1,BinhDinh
BD1207322,,7.0,8.0,6.0,5.75,5.5,,,,,,7.4,N1,BinhDinh
BD1207323,,6.2,6.0,3.75,6.0,6.0,,,,,,3.8,N1,BinhDinh
BD1207324,,6.6,4.0,6.75,4.0,3.25,,,,,,2.8,N1,BinhDinh
BD1207325,,4.2,6.0,,,,4.25,5.5,8.0,,,3.2,N1,BinhDinh
BD1207326,,5.4,5.75,5.0,2.75,4.5,,,,,,2.6,N1,BinhDinh
BD1207327,,4.6,4.5,4.75,3.0,3.75,,,,,,6.4,N1,BinhDinh
BD1207328,,7.8,6.25,5.5,3.75,5.25,,,,,,6.6,N1,BinhDinh
BD1207329,,6.0,6.5,,,,4.5,6.5,9.0,,,4.8,N1,BinhDinh
BD1207330,,6.2,5.75,6.0,6.25,4.25,,,,,,6.0,N1,BinhDinh
BD1207331,,6.6,5.0,4.5,4.75,2.75,5.25,5.25,7.5,,,3.8,N1,BinhDinh
BD1207332,,7.0,,5.0,6.0,,,,,,,,,BinhDinh
BD1207333,,1.8,2.75,,,,2.5,1.75,3.75,,,2.8,N1,BinhDinh
BD1207334,,6.8,6.75,6.75,7.0,3.75,4.5,4.0,6.5,,,5.0,N1,BinhDinh
BD1207335,,5.0,5.5,4.0,3.5,3.25,,,,,,4.6,N1,BinhDinh
BD1207336,,4.2,4.25,,,,4.0,5.0,5.0,,,2.2,N1,BinhDinh
BD1207337,,3.8,4.5,3.0,2.5,3.5,2.25,4.5,7.5,,,3.8,N1,BinhDinh
BD1207338,,4.0,4.0,4.0,2.25,2.5,2.0,6.0,6.5,,,2.2,N1,BinhDinh
BD1207339,,6.0,5.25,4.25,5.0,5.5,,,,,,4.4,N1,BinhDinh
BD1207340,,6.8,4.5,,,,4.5,6.0,8.25,,,2.6,N1,BinhDinh
BD1207341,,6.2,4.0,5.75,5.25,5.25,2.5,5.75,7.25,,,2.2,N1,BinhDinh
BD1207342,,3.6,4.75,,,,3.0,5.5,6.75,,,4.0,N1,BinhDinh
BD1207343,,6.4,6.25,,,,5.25,7.5,9.5,,,4.0,N1,BinhDinh
BD1207344,,7.2,6.0,6.5,5.0,5.5,3.5,6.5,6.75,,,8.2,N1,BinhDinh
BD1207345,,5.8,5.25,5.25,5.5,4.5,,,,,,4.8,N1,BinhDinh
BD1207346,,8.0,6.0,6.75,8.25,5.0,,,,,,6.0,N1,BinhDinh
BD1207347,,6.4,6.75,,,,5.25,7.5,8.0,,,3.6,N1,BinhDinh
BD1207348,,6.0,5.5,4.75,4.75,4.5,,,,,,5.2,N1,BinhDinh
BD1207349,,7.8,5.5,6.5,6.5,6.25,,,,,,7.6,N1,BinhDinh
BD1207350,,1.8,4.0,3.75,2.25,3.25,4.25,6.0,6.75,,,3.4,N1,BinhDinh
BD1207351,,7.2,6.0,6.75,4.5,4.75,,,,,,8.6,N1,BinhDinh
BD1207352,,6.8,5.75,4.25,4.75,3.25,3.5,6.5,7.0,,,4.4,N1,BinhDinh
BD1207353,,8.6,,,7.75,8.75,,,,,,,,BinhDinh
BD1207354,,7.0,7.0,7.25,4.5,5.25,,,,,,3.8,N1,BinhDinh
BD1207355,,5.4,4.0,,,,2.5,5.0,7.25,,,2.8,N1,BinhDinh
BD1207356,,5.6,5.5,4.0,4.0,4.5,,,,,,4.2,N1,BinhDinh
BD1207357,,4.8,6.5,,,,6.75,7.75,8.25,,,4.0,N1,BinhDinh
BD1207358,,3.6,4.0,,,,5.25,7.0,8.25,,,2.8,N1,BinhDinh
BD1207359,,7.2,4.5,5.0,6.25,5.75,,,,,,3.8,N1,BinhDinh
BD1207360,,6.4,6.5,,,,7.0,6.25,8.75,,,6.8,N1,BinhDinh
BD1207361,,3.8,5.25,,,,4.0,5.0,6.5,,,3.8,N1,BinhDinh
BD1207362,,7.6,6.25,8.0,5.25,4.75,,,,,,7.4,N1,BinhDinh
BD1207363,,5.0,4.25,4.25,5.25,3.75,4.0,6.75,9.0,,,3.0,N1,BinhDinh
BD1207364,,5.2,4.0,2.0,1.5,2.25,3.5,5.25,6.75,,,3.2,N1,BinhDinh
BD1207365,,2.4,4.75,,,,5.0,5.75,8.0,,,1.8,N1,BinhDinh
BD1207366,,7.4,5.0,6.25,6.0,4.0,,,,,,4.0,N1,BinhDinh
BD1207367,,6.6,6.0,,,,5.5,6.5,6.75,,,4.4,N1,BinhDinh
BD1207368,,5.2,6.75,,,,5.25,4.5,5.5,,,4.6,N1,BinhDinh
BD1207369,,7.2,4.5,7.0,3.75,4.5,5.0,7.5,7.0,,,5.4,N1,BinhDinh
BD1207370,,2.6,4.5,,,,2.75,3.75,3.5,,,2.2,N1,BinhDinh
BD1207371,,4.8,4.75,,,,5.25,5.5,8.0,,,2.2,N1,BinhDinh
BD1207372,,5.0,5.0,4.5,6.5,5.0,,,,,,3.8,N1,BinhDinh
BD1207373,,6.8,7.25,,,,,,,,,6.0,N1,BinhDinh
BD1207374,,6.2,,5.25,6.75,6.75,,,,,,,,BinhDinh
BD1207375,,8.2,5.5,7.75,5.0,5.25,,,,,,6.6,N1,BinhDinh
BD1207376,,6.4,5.25,4.75,4.25,4.75,5.5,8.25,7.5,,,3.0,N1,BinhDinh
BD1207377,,6.0,4.5,,,,6.25,6.0,7.75,,,3.2,N1,BinhDinh
BD1207378,,2.6,2.75,,,,2.0,3.25,6.0,,,2.4,N1,BinhDinh
BD1207379,,7.8,7.0,7.75,7.25,4.0,,,,,,4.4,N1,BinhDinh
BD1207380,,3.2,5.0,,,,3.0,4.75,7.75,,,4.4,N1,BinhDinh
BD1207381,,7.6,5.5,5.75,6.75,4.25,,,,,,4.4,N1,BinhDinh
BD1207382,,5.8,6.0,,,,6.5,6.75,8.5,,,2.0,N1,BinhDinh
BD1207383,,7.6,5.5,6.5,7.75,3.75,,,,,,3.8,N1,BinhDinh
BD1207384,,7.4,5.0,6.0,5.5,4.0,,,,,,3.0,N1,BinhDinh
BD1207385,,5.4,5.75,,,,3.0,6.0,8.5,,,2.4,N1,BinhDinh
BD1207386,,3.4,5.5,,,,3.5,5.75,6.5,,,2.8,N1,BinhDinh
BD1207387,,6.8,5.75,,,,6.0,6.25,8.5,,,4.6,N1,BinhDinh
BD1207388,,7.6,5.75,,,,4.0,6.25,8.25,,,6.4,N1,BinhDinh
BD1207389,,3.8,5.75,,,,2.5,5.5,7.25,,,2.6,N1,BinhDinh
BD1207390,,8.6,3.5,6.5,7.75,2.25,,,,,,3.8,N1,BinhDinh
BD1207391,,6.4,4.75,4.5,4.25,4.0,3.25,5.25,5.25,,,2.6,N1,BinhDinh
BD1207392,,3.2,4.0,,,,3.0,4.75,6.25,,,2.8,N1,BinhDinh
BD1207393,,7.2,6.75,,,,7.25,8.25,8.5,,,4.4,N1,BinhDinh
BD1207394,,7.8,7.0,6.25,3.5,5.75,,,,,,7.2,N1,BinhDinh
BD1207395,,8.2,5.0,6.0,6.0,4.75,,,,,,6.4,N1,BinhDinh
BD1207396,,4.2,7.0,,,,4.25,6.0,8.5,,,2.6,N1,BinhDinh
BD1207397,,5.2,5.0,7.0,2.5,5.25,4.0,5.0,6.5,,,3.4,N1,BinhDinh
BD1207398,,5.0,5.5,3.25,4.0,4.0,,,,,,2.8,N1,BinhDinh
BD1207399,,5.2,4.25,3.5,2.0,4.25,4.0,6.75,7.75,,,3.8,N1,BinhDinh
BD1207400,,7.4,5.25,4.25,4.0,7.0,,,,,,4.4,N1,BinhDinh
BD1207401,,5.2,5.25,,,,4.25,5.25,8.75,,,3.6,N1,BinhDinh
BD1207402,,4.6,4.75,,,,4.0,5.5,7.5,,,2.4,N1,BinhDinh
BD1207403,,5.6,6.25,5.25,5.25,4.75,,,,,,4.2,N1,BinhDinh
BD1207404,,5.4,3.75,,,,4.0,5.5,7.0,,,6.0,N1,BinhDinh
BD1207405,,7.0,5.25,4.5,4.25,3.5,,,,,,2.2,N1,BinhDinh
BD1207406,,7.2,5.75,7.25,6.25,5.75,,,,,,6.2,N1,BinhDinh
BD1207407,,3.0,5.5,,,,2.25,5.25,5.5,,,2.6,N1,BinhDinh
BD1207408,,5.0,5.25,,,,3.5,3.75,6.25,,,3.6,N1,BinhDinh
BD1207409,,5.8,6.0,3.0,3.75,5.0,,,,,,2.0,N1,BinhDinh
BD1207410,,6.8,6.0,,,,4.0,7.0,8.5,,,5.6,N1,BinhDinh
BD1207411,,4.4,5.25,2.25,2.75,1.25,3.0,4.25,5.5,,,3.0,N1,BinhDinh
BD1207412,,5.8,4.5,,,,4.25,5.5,7.75,,,3.0,N1,BinhDinh
BD1207413,,6.6,5.5,4.5,5.75,7.25,,,,,,3.0,N1,BinhDinh
BD1207414,,5.8,5.25,,,,6.75,6.75,9.25,,,6.2,N1,BinhDinh
BD1207415,,4.8,2.5,3.5,4.0,3.5,2.0,4.75,5.25,,,2.0,N1,BinhDinh
BD1207416,,7.6,6.25,4.25,5.5,5.5,,,,,,6.0,N1,BinhDinh
BD1207417,,6.6,6.25,,,,4.0,8.0,8.25,,,6.4,N1,BinhDinh
BD1207418,,7.4,4.75,6.75,6.0,4.75,,,,,,4.4,N1,BinhDinh
BD1207419,,3.6,3.75,,,,2.0,2.5,6.75,,,3.4,N1,BinhDinh
BD1207420,,5.4,7.0,5.0,7.5,6.0,,,,,,4.6,N1,BinhDinh
BD1207421,,6.4,6.25,3.5,3.0,5.25,3.5,5.5,7.5,,,4.2,N1,BinhDinh
BD1207422,,6.6,3.25,,,,4.0,6.25,9.25,,,2.2,N1,BinhDinh
BD1207423,,6.0,6.25,,,,4.75,6.0,7.0,,,8.6,N1,BinhDinh
BD1207424,,3.6,4.25,,,,4.5,6.25,8.0,,,2.4,N1,BinhDinh
BD1207425,,2.6,5.75,,,,3.0,5.5,7.5,,,3.6,N1,BinhDinh
BD1207426,,6.8,6.75,6.25,6.0,4.75,,,,,,4.6,N1,BinhDinh
BD1207427,,6.2,6.0,5.75,5.5,3.75,,,,,,5.2,N1,BinhDinh
BD1207428,,6.8,5.0,,,,5.0,5.5,7.5,,,3.0,N1,BinhDinh
BD1207429,,5.0,5.25,5.75,3.5,6.0,,,,,,3.2,N1,BinhDinh
BD1207430,,8.0,6.25,6.25,5.0,5.75,,,,,,5.4,N1,BinhDinh
BD1207431,,7.4,5.25,6.0,5.5,2.75,,,,,,3.8,N1,BinhDinh
BD1207432,,6.0,6.5,,,,4.25,6.75,8.75,,,4.0,N1,BinhDinh
BD1207433,,6.0,5.5,,,,4.25,6.0,5.25,,,3.6,N1,BinhDinh
BD1207434,,7.0,5.0,4.5,5.25,5.5,,,,,,5.0,N1,BinhDinh
BD1207435,,7.6,4.5,6.5,7.25,4.0,,,,,,3.2,N1,BinhDinh
BD1207436,,2.4,4.25,,,,2.75,4.25,5.5,,,3.0,N1,BinhDinh
BD1207437,,3.8,3.0,2.5,1.25,4.75,2.75,5.25,,,,,,BinhDinh
BD1207438,,6.8,6.0,4.25,3.75,4.5,,,,,,3.6,N1,BinhDinh
BD1207439,,3.2,3.5,,,,3.25,,,,,,,BinhDinh
BD1207440,,4.8,2.25,,,,2.75,5.5,6.75,,,3.2,N1,BinhDinh
BD1207441,,8.0,6.5,,,,3.25,3.5,7.0,,,6.0,N1,BinhDinh
BD1207442,,5.0,5.25,,,,3.75,5.25,6.0,,,4.2,N1,BinhDinh
BD1207443,,6.8,4.25,,,,4.0,5.5,7.0,,,3.6,N1,BinhDinh
BD1207444,,5.4,5.75,,,,5.0,5.25,6.75,,,4.2,N1,BinhDinh
BD1207445,,4.2,4.5,,,,4.75,6.5,9.25,,,3.2,N1,BinhDinh
BD1207446,,5.2,5.75,3.0,4.0,3.25,5.75,7.25,7.75,,,4.2,N1,BinhDinh
BD1207447,,3.8,5.25,,,,3.25,5.25,6.75,,,4.2,N1,BinhDinh
BD1207448,,5.0,6.5,,,,5.5,6.75,8.5,,,4.8,N1,BinhDinh
BD1207449,,7.8,4.5,7.25,5.25,4.5,,,,,,7.6,N1,BinhDinh
BD1207450,,7.6,5.25,7.5,6.25,3.5,,,,,,4.0,N1,BinhDinh
BD1207451,,6.8,5.5,7.25,5.25,6.75,,,,,,9.6,N1,BinhDinh
BD1207452,,3.6,3.5,,,,3.25,5.25,7.0,,,2.4,N1,BinhDinh
BD1207453,,6.4,4.5,,,,5.25,6.25,8.0,,,3.2,N1,BinhDinh
BD1207454,,4.6,6.0,,,,4.25,7.5,8.0,,,4.2,N1,BinhDinh
BD1207455,,6.8,5.5,,,,6.5,6.0,7.5,,,4.2,N1,BinhDinh
BD1207456,,7.4,5.25,6.0,7.0,6.5,,,,,,3.0,N1,BinhDinh
BD1207457,,6.6,4.5,4.5,5.0,5.25,,,,,,4.4,N1,BinhDinh
BD1207458,,7.0,5.75,5.5,5.25,6.0,,,,,,3.6,N1,BinhDinh
BD1207459,,3.0,3.75,,,,3.25,5.75,7.5,,,2.8,N1,BinhDinh
BD1207460,,4.8,5.75,,,,3.25,5.5,6.5,,,4.2,N1,BinhDinh
BD1207461,,4.2,5.25,,,,4.75,5.5,6.5,,,2.4,N1,BinhDinh
BD1207462,,5.2,4.25,3.5,3.0,3.75,4.25,5.25,6.5,,,1.8,N1,BinhDinh
BD1207463,,9.4,5.75,8.0,7.25,4.0,,,,,,5.0,N1,BinhDinh
BD1207464,,5.8,6.0,4.0,4.25,4.5,,,,,,3.8,N1,BinhDinh
BD1207465,,4.6,2.0,,,,4.0,4.0,6.25,,,4.8,N1,BinhDinh
BD1207466,,5.4,4.25,,,,5.0,6.25,8.25,,,3.4,N1,BinhDinh
BD1207467,,5.8,5.75,,,,3.75,5.25,8.75,,,2.4,N1,BinhDinh
BD1207468,,6.2,6.25,,,,4.0,5.25,6.75,,,6.0,N1,BinhDinh
BD1207469,,5.0,6.5,,,,5.75,6.25,7.0,,,6.2,N1,BinhDinh
BD1207470,,8.2,7.75,,,,8.5,8.75,9.5,,,9.8,N1,BinhDinh
BD1207471,,6.8,4.75,,,,3.5,6.0,8.25,,,3.8,N1,BinhDinh
BD1207472,,4.6,5.0,,,,4.0,6.5,7.25,,,3.8,N1,BinhDinh
BD1207473,,2.0,3.0,,,,3.25,6.25,7.0,,,2.0,N1,BinhDinh
BD1207474,,5.6,4.0,,,,4.5,5.5,7.5,,,5.0,N1,BinhDinh
BD1207475,,6.4,6.5,2.0,3.5,3.25,6.25,7.25,9.25,,,4.2,N1,BinhDinh
BD1207476,,6.4,6.5,3.5,3.75,4.75,6.75,9.5,9.5,,,2.8,N1,BinhDinh
BD1207477,,6.4,4.75,,,,3.5,5.5,8.25,,,3.2,N1,BinhDinh
BD1207478,,4.4,2.25,,,,3.5,4.0,6.25,,,3.2,N1,BinhDinh
BD1207479,,4.8,5.0,,,,5.5,7.0,6.5,,,2.6,N1,BinhDinh
BD1207480,,7.8,5.75,7.0,6.0,4.75,,,,,,6.0,N1,BinhDinh
BD1207481,,7.2,6.5,7.25,5.75,5.25,,,,,,4.8,N1,BinhDinh
BD1207482,,4.8,6.0,,,,5.0,6.75,9.25,,,5.2,N1,BinhDinh
BD1207483,,3.0,4.5,,,,5.25,5.25,7.25,,,2.8,N1,BinhDinh
BD1207484,,4.6,5.0,,,,3.25,6.0,9.5,,,4.0,N1,BinhDinh
BD1207485,,4.2,4.5,3.25,4.25,3.5,4.25,5.75,7.0,,,5.6,N1,BinhDinh
BD1207486,,7.4,5.25,7.0,7.0,4.0,,,,,,5.2,N1,BinhDinh
BD1207487,,3.4,3.5,,,,2.5,4.75,6.5,,,2.8,N1,BinhDinh
BD1207488,,4.6,6.75,,,,5.75,6.5,7.0,,,4.2,N1,BinhDinh
BD1207489,,6.4,5.75,7.0,5.75,6.75,,,,,,4.4,N1,BinhDinh
BD1207490,,2.0,0.5,,,,3.5,3.5,4.25,,,1.8,N1,BinhDinh
BD1207491,,5.6,4.25,,,,3.75,5.0,7.0,,,3.4,N1,BinhDinh
BD1207492,,8.6,5.75,4.75,7.25,5.5,,,,,,4.4,N1,BinhDinh
BD1207493,,5.2,5.5,,,,2.75,4.5,5.5,,,4.4,N1,BinhDinh
BD1207494,,7.2,6.75,4.75,4.75,5.25,,,,,,5.8,N1,BinhDinh
BD1207495,,6.8,5.75,6.25,1.75,3.75,,,,,,8.2,N1,BinhDinh
BD1207496,,3.0,2.0,1.5,2.25,3.0,3.0,5.0,4.25,,,2.4,N1,BinhDinh
BD1207497,,4.4,5.5,,,,5.25,7.5,6.25,,,4.6,N1,BinhDinh
BD1207498,,7.8,5.75,3.0,7.0,6.5,,,,,,3.6,N1,BinhDinh
BD1207499,,4.6,2.5,,,,4.0,5.75,6.0,,,3.2,N1,BinhDinh
BD1207500,,5.8,4.5,4.0,3.5,6.75,,,,,,3.6,N1,BinhDinh
BD1207501,,4.8,4.5,,,,4.0,6.75,7.75,,,3.2,N1,BinhDinh
BD1207502,,6.0,5.25,,,,3.75,6.0,7.0,,,4.4,N1,BinhDinh
BD1207503,,5.2,4.75,4.0,3.0,4.25,5.0,6.0,7.0,,,3.6,N1,BinhDinh
BD1207504,,3.0,3.25,,,,3.0,,,,,,,BinhDinh
BD1207505,,7.0,5.5,5.5,5.25,5.75,,,,,,4.2,N1,BinhDinh
BD1207506,,3.0,4.0,,,,3.25,4.0,4.75,,,3.4,N1,BinhDinh
BD1207507,,9.0,5.75,4.25,7.25,6.5,,,,,,4.0,N1,BinhDinh
BD1207508,,8.8,3.25,8.0,3.75,4.25,3.0,7.0,6.5,,,9.2,N1,BinhDinh
BD1207509,,4.0,5.0,,,,3.25,7.0,8.0,,,3.6,N1,BinhDinh
BD1207510,,7.4,6.0,5.75,5.25,4.5,5.0,5.25,9.0,,,5.0,N1,BinhDinh
BD1207511,,4.2,7.0,,,,6.0,6.5,8.25,,,4.6,N1,BinhDinh
BD1207512,,9.2,3.5,8.0,8.0,5.5,,,,,,8.4,N1,BinhDinh
BD1207513,,5.0,6.0,4.0,2.75,4.75,2.5,5.5,7.25,,,4.2,N1,BinhDinh
BD1207514,,5.8,6.0,3.5,2.25,4.25,4.25,7.0,8.25,,,5.0,N1,BinhDinh
BD1207515,,3.2,5.75,,,,4.5,5.5,6.0,,,2.8,N1,BinhDinh
BD1207516,,2.2,4.5,2.75,2.75,2.75,2.75,6.5,6.25,,,4.2,N1,BinhDinh
BD1207517,,4.8,3.75,2.0,3.0,1.5,4.25,6.75,6.75,,,3.0,N1,BinhDinh
BD1207518,,5.0,7.25,,,,5.5,6.75,8.5,,,2.6,N1,BinhDinh
BD1207519,,3.2,4.0,,,,2.75,,,,,,,BinhDinh
BD1207520,,3.8,5.25,,,,3.0,5.0,6.5,,,1.8,N1,BinhDinh
BD1207521,,8.6,4.5,7.0,3.75,3.0,,,,,,6.8,N1,BinhDinh
BD1207522,,7.6,6.75,,,,6.75,8.0,8.75,,,5.8,N1,BinhDinh
BD1207523,,8.4,3.75,5.75,7.25,7.75,,,,,,5.4,N1,BinhDinh
BD1207524,,6.8,6.5,,,,4.0,5.5,5.75,,,4.6,N1,BinhDinh
BD1207525,,3.4,1.75,,,,3.0,3.0,3.25,,,3.4,N1,BinhDinh
BD1207526,,6.6,5.75,,,,3.25,4.25,7.5,,,6.0,N1,BinhDinh
BD1207527,,7.2,6.75,6.5,6.75,5.0,,,,,,7.2,N1,BinhDinh
BD1207528,,7.2,4.5,5.25,6.5,4.0,2.5,5.25,8.0,,,3.4,N1,BinhDinh
BD1207529,,5.4,4.75,,,,4.25,7.75,8.5,,,4.8,N1,BinhDinh
BD1207530,,5.2,7.0,,,,5.75,7.0,8.75,,,4.2,N1,BinhDinh
BD1207531,,2.2,4.5,,,,3.5,4.5,5.25,,,2.0,N1,BinhDinh
BD1207532,,4.8,5.0,,,,3.75,4.75,7.0,,,3.2,N1,BinhDinh
BD1207533,,6.6,7.25,,,,,,,,,8.8,N1,BinhDinh
BD1207534,,8.0,4.25,7.75,8.0,6.5,,,,,,4.8,N1,BinhDinh
BD1207535,,7.6,4.75,4.75,3.75,4.5,,,,,,3.8,N1,BinhDinh
BD1207536,,5.2,5.75,,,,5.0,6.0,9.0,,,3.6,N1,BinhDinh
BD1207537,,5.8,4.25,5.75,3.75,5.5,,,,,,5.8,N1,BinhDinh
BD1207538,,7.8,5.75,5.25,6.0,3.5,,,,,,4.4,N1,BinhDinh
BD1207539,,5.4,5.5,,,,5.0,7.25,8.5,,,4.0,N1,BinhDinh
BD1207540,,7.8,4.25,5.5,4.5,5.75,,,,,,4.6,N1,BinhDinh
BD1207541,,6.0,4.25,,,,2.25,6.0,6.5,,,2.8,N1,BinhDinh
BD1207542,,6.8,6.25,,,,4.75,6.25,8.5,,,5.2,N1,BinhDinh
BD1207543,,6.2,5.0,5.25,6.25,4.75,,,,,,5.0,N1,BinhDinh
BD1207544,,7.2,8.0,,,,5.0,7.25,7.25,,,8.6,N1,BinhDinh
BD1207545,,5.8,6.25,,,,5.0,6.0,8.5,,,5.0,N1,BinhDinh
BD1207546,,7.6,5.0,4.25,5.25,5.0,,,,,,3.4,N1,BinhDinh
BD1207547,,3.8,4.75,,,,4.25,5.75,7.25,,,3.6,N1,BinhDinh
BD1207548,,6.0,5.75,4.25,3.75,5.0,,,,,,3.6,N1,BinhDinh
